Facility,Drug,Month,Consumption,End_Stock,Stock_Out
Kumba District Hospital,Atenolol,2023-10-31,188,0,1
Kumba District Hospital,Atenolol,2023-11-30,270,0,1
Kumba District Hospital,Atenolol,2023-12-31,224,0,1
Kumba District Hospital,Atenolol,2024-01-31,362,486,0
Kumba District Hospital,Atenolol,2024-02-29,388,828,0
Kumba District Hospital,Atenolol,2024-03-31,171,440,0
Kumba District Hospital,Atenolol,2024-04-30,352,269,0
Kumba District Hospital,Atenolol,2024-05-31,220,718,0
Kumba District Hospital,Atenolol,2024-06-30,266,146,0
Kumba District Hospital,Atenolol,2024-07-31,289,0,1
Kumba District Hospital,Atenolol,2024-08-31,432,0,1
Kumba District Hospital,Atenolol,2024-09-30,206,0,1
Kumba District Hospital,Atenolol,2024-10-31,353,0,1
Kumba District Hospital,Atenolol,2024-11-30,192,0,1
Kumba District Hospital,Atenolol,2024-12-31,187,0,1
Kumba District Hospital,Salbutamol,2023-01-31,632,1732,0
Kumba District Hospital,Salbutamol,2023-02-28,421,1100,0
Kumba District Hospital,Salbutamol,2023-03-31,467,679,0
Kumba District Hospital,Salbutamol,2023-04-30,543,977,0
Kumba District Hospital,Salbutamol,2023-05-31,754,434,0
Kumba District Hospital,Salbutamol,2023-06-30,500,592,0
Kumba District Hospital,Salbutamol,2023-07-31,500,1447,0
Kumba District Hospital,Salbutamol,2023-08-31,697,177,0
Kumba District Hospital,Salbutamol,2023-09-30,590,0,1
Kumba District Hospital,Salbutamol,2023-10-31,659,0,1
Kumba District Hospital,Salbutamol,2023-11-30,517,0,1
Kumba District Hospital,Salbutamol,2023-12-31,567,0,1
Kumba District Hospital,Salbutamol,2024-01-31,680,774,0
Kumba District Hospital,Salbutamol,2024-02-29,563,94,0
Kumba District Hospital,Salbutamol,2024-03-31,665,0,1
Kumba District Hospital,Salbutamol,2024-04-30,606,0,1
Kumba District Hospital,Salbutamol,2024-05-31,492,0,1
Kumba District Hospital,Salbutamol,2024-06-30,574,0,1
Kumba District Hospital,Salbutamol,2024-07-31,653,0,1
Kumba District Hospital,Salbutamol,2024-08-31,628,0,1
Kumba District Hospital,Salbutamol,2024-09-30,572,214,0
Kumba District Hospital,Salbutamol,2024-10-31,424,1135,0
Kumba District Hospital,Salbutamol,2024-11-30,431,712,0
Kumba District Hospital,Salbutamol,2024-12-31,448,280,0
Kumba District Hospital,Ceftriaxone,2023-01-31,354,3273,0
Kumba District Hospital,Ceftriaxone,2023-02-28,449,2919,0
Kumba District Hospital,Ceftriaxone,2023-03-31,321,2470,0
Kumba District Hospital,Ceftriaxone,2023-04-30,376,2149,0
Kumba District Hospital,Ceftriaxone,2023-05-31,311,1773,0
Kumba District Hospital,Ceftriaxone,2023-06-30,400,1462,0
Kumba District Hospital,Ceftriaxone,2023-07-31,354,1062,0
Kumba District Hospital,Ceftriaxone,2023-08-31,296,708,0
Kumba District Hospital,Ceftriaxone,2023-09-30,478,412,0
Kumba District Hospital,Ceftriaxone,2023-10-31,446,736,0
Kumba District Hospital,Ceftriaxone,2023-11-30,323,290,0
Kumba District Hospital,Ceftriaxone,2023-12-31,411,602,0
Kumba District Hospital,Ceftriaxone,2024-01-31,414,907,0
Kumba District Hospital,Ceftriaxone,2024-02-29,423,492,0
Kumba District Hospital,Ceftriaxone,2024-03-31,236,917,0
Kumba District Hospital,Ceftriaxone,2024-04-30,452,171,0
Kumba District Hospital,Ceftriaxone,2024-05-31,326,0,1
Kumba District Hospital,Ceftriaxone,2024-06-30,343,0,1
Kumba District Hospital,Ceftriaxone,2024-07-31,583,1087,0
Kumba District Hospital,Ceftriaxone,2024-08-31,396,504,0
Kumba District Hospital,Ceftriaxone,2024-09-30,341,109,0
Kumba District Hospital,Ceftriaxone,2024-10-31,195,987,0
Kumba District Hospital,Ceftriaxone,2024-11-30,483,792,0
Kumba District Hospital,Ceftriaxone,2024-12-31,264,310,0
Muyuka Health Center,Amoxicillin,2023-01-31,483,2757,0
Muyuka Health Center,Amoxicillin,2023-02-28,619,2275,0
Muyuka Health Center,Amoxicillin,2023-03-31,542,1655,0
Muyuka Health Center,Amoxicillin,2023-04-30,537,1113,0
Muyuka Health Center,Amoxicillin,2023-05-31,407,576,0
Muyuka Health Center,Amoxicillin,2023-06-30,556,170,0
Muyuka Health Center,Amoxicillin,2023-07-31,428,0,1
Muyuka Health Center,Amoxicillin,2023-08-31,411,538,0
Muyuka Health Center,Amoxicillin,2023-09-30,474,1199,0
Muyuka Health Center,Amoxicillin,2023-10-31,455,725,0
Muyuka Health Center,Amoxicillin,2023-11-30,484,270,0
Muyuka Health Center,Amoxicillin,2023-12-31,387,1100,0
Muyuka Health Center,Amoxicillin,2024-01-31,579,278,0
Muyuka Health Center,Amoxicillin,2024-02-29,592,0,1
Muyuka Health Center,Amoxicillin,2024-03-31,346,45,1
Muyuka Health Center,Amoxicillin,2024-04-30,580,0,1
Muyuka Health Center,Amoxicillin,2024-05-31,437,0,1
Muyuka Health Center,Amoxicillin,2024-06-30,570,0,1
Muyuka Health Center,Amoxicillin,2024-07-31,496,0,1
Muyuka Health Center,Amoxicillin,2024-08-31,504,0,1
Muyuka Health Center,Amoxicillin,2024-09-30,487,307,0
Muyuka Health Center,Amoxicillin,2024-10-31,599,0,1
Muyuka Health Center,Amoxicillin,2024-11-30,403,855,0
Muyuka Health Center,Amoxicillin,2024-12-31,551,452,0
Muyuka Health Center,ACTs,2023-01-31,583,3445,0
Muyuka Health Center,ACTs,2023-02-28,557,2862,0
Muyuka Health Center,ACTs,2023-03-31,537,2304,0
Muyuka Health Center,ACTs,2023-04-30,427,1372,0
Muyuka Health Center,ACTs,2023-05-31,446,945,0
Muyuka Health Center,ACTs,2023-06-30,737,499,0
Muyuka Health Center,ACTs,2023-07-31,710,0,1
Muyuka Health Center,ACTs,2023-08-31,538,611,0
Muyuka Health Center,ACTs,2023-09-30,657,1117,0
Muyuka Health Center,ACTs,2023-10-31,625,460,0
Muyuka Health Center,ACTs,2023-11-30,634,0,1
Muyuka Health Center,ACTs,2023-12-31,471,0,1
Muyuka Health Center,ACTs,2024-01-31,440,0,1
Muyuka Health Center,ACTs,2024-02-29,679,0,1
Muyuka Health Center,ACTs,2024-03-31,426,398,0
Muyuka Health Center,ACTs,2024-04-30,573,0,1
Muyuka Health Center,ACTs,2024-05-31,555,0,1
Muyuka Health Center,ACTs,2024-06-30,548,159,0
Muyuka Health Center,ACTs,2024-07-31,610,0,1
Muyuka Health Center,ACTs,2024-08-31,530,0,1
Muyuka Health Center,ACTs,2024-09-30,616,0,1
Muyuka Health Center,ACTs,2024-10-31,596,0,1
Muyuka Health Center,ACTs,2024-11-30,752,0,1
Muyuka Health Center,ACTs,2024-12-31,474,0,1
Muyuka Health Center,Paracetamol,2023-01-31,364,2319,0
Muyuka Health Center,Paracetamol,2023-02-28,585,1955,0
Muyuka Health Center,Paracetamol,2023-03-31,506,1370,0
Muyuka Health Center,Paracetamol,2023-04-30,448,864,0
Muyuka Health Center,Paracetamol,2023-05-31,376,416,0
Muyuka Health Center,Paracetamol,2023-06-30,401,726,0
Muyuka Health Center,Paracetamol,2023-07-31,571,1445,0
Muyuka Health Center,Paracetamol,2023-08-31,478,874,0
Muyuka Health Center,Paracetamol,2023-09-30,423,396,0
Muyuka Health Center,Paracetamol,2023-10-31,507,0,1
Muyuka Health Center,Paracetamol,2023-11-30,401,0,1
Muyuka Health Center,Paracetamol,2023-12-31,587,0,1
Muyuka Health Center,Paracetamol,2024-01-31,575,353,0
Muyuka Health Center,Paracetamol,2024-02-29,429,0,1
Muyuka Health Center,Paracetamol,2024-03-31,416,0,1
Muyuka Health Center,Paracetamol,2024-04-30,257,0,1
Muyuka Health Center,Paracetamol,2024-05-31,348,0,1
Muyuka Health Center,Paracetamol,2024-06-30,359,366,0
Muyuka Health Center,Paracetamol,2024-07-31,477,311,0
Muyuka Health Center,Paracetamol,2024-08-31,440,935,0
Muyuka Health Center,Paracetamol,2024-09-30,359,495,0
Muyuka Health Center,Paracetamol,2024-10-31,444,136,0
Muyuka Health Center,Paracetamol,2024-11-30,507,952,0
Muyuka Health Center,Paracetamol,2024-12-31,509,445,0
Muyuka Health Center,ORS,2023-01-31,292,3300,0
Muyuka Health Center,ORS,2023-02-28,80,3008,0
Muyuka Health Center,ORS,2023-03-31,166,2928,0
Muyuka Health Center,ORS,2023-04-30,210,2762,0
Muyuka Health Center,ORS,2023-05-31,293,1941,0
Muyuka Health Center,ORS,2023-06-30,437,1648,0
Muyuka Health Center,ORS,2023-07-31,218,1212,0
Muyuka Health Center,ORS,2023-08-31,124,993,0
Muyuka Health Center,ORS,2023-09-30,269,869,0
Muyuka Health Center,ORS,2023-10-31,342,600,0
Muyuka Health Center,ORS,2023-11-30,245,1023,0
Muyuka Health Center,ORS,2023-12-31,164,778,0
Muyuka Health Center,ORS,2024-01-31,313,1097,0
Muyuka Health Center,ORS,2024-02-29,290,783,0
Muyuka Health Center,ORS,2024-03-31,155,493,0
Muyuka Health Center,ORS,2024-04-30,267,339,0
Muyuka Health Center,ORS,2024-05-31,316,734,0
Muyuka Health Center,ORS,2024-06-30,331,418,0
Muyuka Health Center,ORS,2024-07-31,231,87,0
Muyuka Health Center,ORS,2024-08-31,208,0,1
Muyuka Health Center,ORS,2024-09-30,335,694,0
Muyuka Health Center,ORS,2024-10-31,140,359,0
Muyuka Health Center,ORS,2024-11-30,272,1348,0
Muyuka Health Center,ORS,2024-12-31,127,1077,0
Muyuka Health Center,Metformin,2023-01-31,389,2918,0
Muyuka Health Center,Metformin,2023-02-28,349,2529,0
Muyuka Health Center,Metformin,2023-03-31,313,2179,0
Muyuka Health Center,Metformin,2023-04-30,365,1867,0
Muyuka Health Center,Metformin,2023-05-31,395,1502,0
Muyuka Health Center,Metformin,2023-06-30,296,1107,0
Muyuka Health Center,Metformin,2023-07-31,378,812,0
Muyuka Health Center,Metformin,2023-08-31,435,1133,0
Muyuka Health Center,Metformin,2023-09-30,331,699,0
Muyuka Health Center,Metformin,2023-10-31,354,368,0
Muyuka Health Center,Metformin,2023-11-30,387,14,1
Muyuka Health Center,Metformin,2023-12-31,393,0,1
Muyuka Health Center,Metformin,2024-01-31,419,0,1
Muyuka Health Center,Metformin,2024-02-29,267,0,1
Muyuka Health Center,Metformin,2024-03-31,306,0,1
Muyuka Health Center,Metformin,2024-04-30,309,0,1
Muyuka Health Center,Metformin,2024-05-31,276,0,1
Muyuka Health Center,Metformin,2024-06-30,205,0,1
Muyuka Health Center,Metformin,2024-07-31,88,816,0
Muyuka Health Center,Metformin,2024-08-31,444,728,0
Muyuka Health Center,Metformin,2024-09-30,224,1651,0
Muyuka Health Center,Metformin,2024-10-31,474,1427,0
Muyuka Health Center,Metformin,2024-11-30,408,953,0
Muyuka Health Center,Metformin,2024-12-31,316,545,0
Muyuka Health Center,Atenolol,2023-01-31,225,3161,0
Muyuka Health Center,Atenolol,2023-02-28,280,2936,0
Muyuka Health Center,Atenolol,2023-03-31,307,2656,0
Muyuka Health Center,Atenolol,2023-04-30,244,2349,0
Muyuka Health Center,Atenolol,2023-05-31,248,2105,0
Muyuka Health Center,Atenolol,2023-06-30,237,1857,0
Muyuka Health Center,Atenolol,2023-07-31,361,1017,0
Muyuka Health Center,Atenolol,2023-08-31,80,0,1
Muyuka Health Center,Atenolol,2023-09-30,252,0,1
Muyuka Health Center,Atenolol,2023-10-31,400,0,1
Muyuka Health Center,Atenolol,2023-11-30,318,0,1
Muyuka Health Center,Atenolol,2023-12-31,378,0,1
Muyuka Health Center,Atenolol,2024-01-31,114,0,1
Muyuka Health Center,Atenolol,2024-02-29,177,489,0
Muyuka Health Center,Atenolol,2024-03-31,318,312,0
Muyuka Health Center,Atenolol,2024-04-30,401,0,1
Muyuka Health Center,Atenolol,2024-05-31,186,0,1
Muyuka Health Center,Atenolol,2024-06-30,246,0,1
Muyuka Health Center,Atenolol,2024-07-31,309,1052,0
Muyuka Health Center,Atenolol,2024-08-31,161,743,0
Muyuka Health Center,Atenolol,2024-09-30,319,582,0
Muyuka Health Center,Atenolol,2024-10-31,80,264,0
Muyuka Health Center,Atenolol,2024-11-30,316,794,0
Muyuka Health Center,Atenolol,2024-12-31,197,478,0
Muyuka Health Center,Salbutamol,2023-01-31,228,3401,0
Muyuka Health Center,Salbutamol,2023-02-28,258,3172,0
Muyuka Health Center,Salbutamol,2023-03-31,320,2915,0
Muyuka Health Center,Salbutamol,2023-04-30,184,2595,0
Muyuka Health Center,Salbutamol,2023-05-31,257,2411,0
Muyuka Health Center,Salbutamol,2023-06-30,286,2153,0
Muyuka Health Center,Salbutamol,2023-07-31,201,1867,0
Muyuka Health Center,Salbutamol,2023-08-31,433,1666,0
Muyuka Health Center,Salbutamol,2023-09-30,221,1233,0
Muyuka Health Center,Salbutamol,2023-10-31,236,1012,0
Muyuka Health Center,Salbutamol,2023-11-30,211,777,0
Muyuka Health Center,Salbutamol,2023-12-31,433,1155,0
Muyuka Health Center,Salbutamol,2024-01-31,333,722,0
Muyuka Health Center,Salbutamol,2024-02-29,214,389,0
Muyuka Health Center,Salbutamol,2024-03-31,378,1359,0
Muyuka Health Center,Salbutamol,2024-04-30,305,982,0
Muyuka Health Center,Salbutamol,2024-05-31,310,677,0
Muyuka Health Center,Salbutamol,2024-06-30,262,0,1
Muyuka Health Center,Salbutamol,2024-07-31,229,0,1
Muyuka Health Center,Salbutamol,2024-08-31,316,833,0
Muyuka Health Center,Salbutamol,2024-09-30,246,517,0
Muyuka Health Center,Salbutamol,2024-10-31,435,272,0
Muyuka Health Center,Salbutamol,2024-11-30,188,0,1
Muyuka Health Center,Salbutamol,2024-12-31,412,1293,0
Muyuka Health Center,Ceftriaxone,2023-01-31,497,2997,0
Muyuka Health Center,Ceftriaxone,2023-02-28,614,2500,0
Muyuka Health Center,Ceftriaxone,2023-03-31,539,1885,0
Muyuka Health Center,Ceftriaxone,2023-04-30,455,1346,0
Muyuka Health Center,Ceftriaxone,2023-05-31,508,313,0
Muyuka Health Center,Ceftriaxone,2023-06-30,520,0,1
Muyuka Health Center,Ceftriaxone,2023-07-31,659,879,0
Muyuka Health Center,Ceftriaxone,2023-08-31,612,219,0
Muyuka Health Center,Ceftriaxone,2023-09-30,528,0,1
Muyuka Health Center,Ceftriaxone,2023-10-31,550,0,1
Muyuka Health Center,Ceftriaxone,2023-11-30,702,0,1
Muyuka Health Center,Ceftriaxone,2023-12-31,672,0,1
Muyuka Health Center,Ceftriaxone,2024-01-31,508,751,0
Muyuka Health Center,Ceftriaxone,2024-02-29,691,0,1
Muyuka Health Center,Ceftriaxone,2024-03-31,591,0,1
Muyuka Health Center,Ceftriaxone,2024-04-30,661,0,1
Muyuka Health Center,Ceftriaxone,2024-05-31,584,746,0
Muyuka Health Center,Ceftriaxone,2024-06-30,692,162,0
Muyuka Health Center,Ceftriaxone,2024-07-31,505,0,1
Muyuka Health Center,Ceftriaxone,2024-08-31,577,0,1
Muyuka Health Center,Ceftriaxone,2024-09-30,695,377,0
Muyuka Health Center,Ceftriaxone,2024-10-31,406,524,0
Muyuka Health Center,Ceftriaxone,2024-11-30,594,1328,0
Muyuka Health Center,Ceftriaxone,2024-12-31,566,734,0
Tiko District Hospital,Amoxicillin,2023-01-31,298,1556,0
Tiko District Hospital,Amoxicillin,2023-02-28,291,1258,0
Tiko District Hospital,Amoxicillin,2023-03-31,338,967,0
Tiko District Hospital,Amoxicillin,2023-04-30,328,629,0
Tiko District Hospital,Amoxicillin,2023-05-31,289,301,0
Tiko District Hospital,Amoxicillin,2023-06-30,185,12,1
Tiko District Hospital,Amoxicillin,2023-07-31,391,0,1
Tiko District Hospital,Amoxicillin,2023-08-31,298,419,0
Tiko District Hospital,Amoxicillin,2023-09-30,311,121,0
Tiko District Hospital,Amoxicillin,2023-10-31,433,998,0
Tiko District Hospital,Amoxicillin,2023-11-30,378,565,0
Tiko District Hospital,Amoxicillin,2023-12-31,341,188,0
Tiko District Hospital,Amoxicillin,2024-01-31,305,621,0
Tiko District Hospital,Amoxicillin,2024-02-29,304,316,0
Tiko District Hospital,Amoxicillin,2024-03-31,324,12,1
Tiko District Hospital,Amoxicillin,2024-04-30,338,656,0
Tiko District Hospital,Amoxicillin,2024-05-31,442,318,0
Tiko District Hospital,Amoxicillin,2024-06-30,503,0,1
Tiko District Hospital,Amoxicillin,2024-07-31,328,0,1
Tiko District Hospital,Amoxicillin,2024-08-31,133,0,1
Tiko District Hospital,Amoxicillin,2024-09-30,229,706,0
Tiko District Hospital,Amoxicillin,2024-10-31,450,477,0
Tiko District Hospital,Amoxicillin,2024-11-30,363,27,1
Tiko District Hospital,Amoxicillin,2024-12-31,339,0,1
Tiko District Hospital,ACTs,2023-01-31,371,1221,0
Tiko District Hospital,ACTs,2023-02-28,221,850,0
Tiko District Hospital,ACTs,2023-03-31,269,629,0
Tiko District Hospital,ACTs,2023-04-30,167,360,0
Tiko District Hospital,ACTs,2023-05-31,222,193,0
Tiko District Hospital,ACTs,2023-06-30,350,772,0
Tiko District Hospital,ACTs,2023-07-31,179,422,0
Tiko District Hospital,ACTs,2023-08-31,217,243,0
Tiko District Hospital,ACTs,2023-09-30,336,1093,0
Tiko District Hospital,ACTs,2023-10-31,292,758,0
Tiko District Hospital,ACTs,2023-11-30,495,465,0
Tiko District Hospital,ACTs,2023-12-31,482,0,1
Tiko District Hospital,ACTs,2024-01-31,266,0,1
Tiko District Hospital,ACTs,2024-02-29,380,547,0
Tiko District Hospital,ACTs,2024-03-31,396,167,0
Tiko District Hospital,ACTs,2024-04-30,288,0,1
Tiko District Hospital,ACTs,2024-05-31,216,0,1
Tiko District Hospital,ACTs,2024-06-30,335,0,1
Tiko District Hospital,ACTs,2024-07-31,322,0,1
Tiko District Hospital,ACTs,2024-08-31,301,0,1
Tiko District Hospital,ACTs,2024-09-30,371,0,1
Tiko District Hospital,ACTs,2024-10-31,276,907,0
Tiko District Hospital,ACTs,2024-11-30,244,631,0
Tiko District Hospital,ACTs,2024-12-31,344,388,0
Tiko District Hospital,Paracetamol,2023-01-31,486,1599,0
Tiko District Hospital,Paracetamol,2023-02-28,664,1113,0
Tiko District Hospital,Paracetamol,2023-03-31,491,449,0
Tiko District Hospital,Paracetamol,2023-04-30,444,746,0
Tiko District Hospital,Paracetamol,2023-05-31,473,302,0
Tiko District Hospital,Paracetamol,2023-06-30,495,0,1
Tiko District Hospital,Paracetamol,2023-07-31,471,829,0
Tiko District Hospital,Paracetamol,2023-08-31,607,358,0
Tiko District Hospital,Paracetamol,2023-09-30,364,0,1
Tiko District Hospital,Paracetamol,2023-10-31,469,473,0
Tiko District Hospital,Paracetamol,2023-11-30,536,4,1
Tiko District Hospital,Paracetamol,2023-12-31,556,945,0
Tiko District Hospital,Paracetamol,2024-01-31,675,388,0
Tiko District Hospital,Paracetamol,2024-02-29,663,442,0
Tiko District Hospital,Paracetamol,2024-03-31,412,972,0
Tiko District Hospital,Paracetamol,2024-04-30,387,560,0
Tiko District Hospital,Paracetamol,2024-05-31,542,174,0
Tiko District Hospital,Paracetamol,2024-06-30,486,833,0
Tiko District Hospital,Paracetamol,2024-07-31,444,348,0
Tiko District Hospital,Paracetamol,2024-08-31,541,0,1
Tiko District Hospital,Paracetamol,2024-09-30,558,0,1
Tiko District Hospital,Paracetamol,2024-10-31,472,0,1
Tiko District Hospital,Paracetamol,2024-11-30,490,0,1
Tiko District Hospital,Paracetamol,2024-12-31,479,543,0
Tiko District Hospital,ORS,2023-01-31,667,3370,0
Tiko District Hospital,ORS,2023-02-28,635,2152,0
Tiko District Hospital,ORS,2023-03-31,712,1517,0
Tiko District Hospital,ORS,2023-04-30,560,805,0
Tiko District Hospital,ORS,2023-05-31,562,0,1
Tiko District Hospital,ORS,2023-06-30,492,0,1
Tiko District Hospital,ORS,2023-07-31,562,0,1
Tiko District Hospital,ORS,2023-08-31,674,0,1
Tiko District Hospital,ORS,2023-09-30,700,0,1
Tiko District Hospital,ORS,2023-10-31,673,0,1
Tiko District Hospital,ORS,2023-11-30,453,0,1
Tiko District Hospital,ORS,2023-12-31,683,0,1
Tiko District Hospital,ORS,2024-01-31,449,0,1
Tiko District Hospital,ORS,2024-02-29,668,0,1
Tiko District Hospital,ORS,2024-03-31,567,0,1
Tiko District Hospital,ORS,2024-04-30,653,0,1
Tiko District Hospital,ORS,2024-05-31,490,0,1
Tiko District Hospital,ORS,2024-06-30,690,0,1
Tiko District Hospital,ORS,2024-07-31,479,0,1
Tiko District Hospital,ORS,2024-08-31,543,0,1
Tiko District Hospital,ORS,2024-09-30,517,0,1
Tiko District Hospital,ORS,2024-10-31,456,371,0
Tiko District Hospital,ORS,2024-11-30,604,0,1
Tiko District Hospital,ORS,2024-12-31,741,0,1
Tiko District Hospital,Metformin,2023-01-31,267,2513,0
Tiko District Hospital,Metformin,2023-02-28,250,2246,0
Tiko District Hospital,Metformin,2023-03-31,268,1388,0
Tiko District Hospital,Metformin,2023-04-30,290,1120,0
Tiko District Hospital,Metformin,2023-05-31,257,831,0
Tiko District Hospital,Metformin,2023-06-30,223,574,0
Tiko District Hospital,Metformin,2023-07-31,230,351,0
Tiko District Hospital,Metformin,2023-08-31,301,1604,0
Tiko District Hospital,Metformin,2023-09-30,277,1302,0
Tiko District Hospital,Metformin,2023-10-31,332,1025,0
Tiko District Hospital,Metformin,2023-11-30,294,693,0
Tiko District Hospital,Metformin,2023-12-31,296,399,0
Tiko District Hospital,Metformin,2024-01-31,337,103,0
Tiko District Hospital,Metformin,2024-02-29,403,0,1
Tiko District Hospital,Metformin,2024-03-31,407,0,1
Tiko District Hospital,Metformin,2024-04-30,397,0,1
Tiko District Hospital,Metformin,2024-05-31,360,980,0
Tiko District Hospital,Metformin,2024-06-30,457,621,0
Tiko District Hospital,Metformin,2024-07-31,325,1283,0
Tiko District Hospital,Metformin,2024-08-31,316,958,0
Tiko District Hospital,Metformin,2024-09-30,469,642,0
Tiko District Hospital,Metformin,2024-10-31,80,481,0
Tiko District Hospital,Metformin,2024-11-30,273,401,0
Tiko District Hospital,Metformin,2024-12-31,390,128,0
Tiko District Hospital,Atenolol,2023-01-31,545,1226,0
Tiko District Hospital,Atenolol,2023-02-28,396,681,0
Tiko District Hospital,Atenolol,2023-03-31,512,285,0
Tiko District Hospital,Atenolol,2023-04-30,532,0,1
Tiko District Hospital,Atenolol,2023-05-31,690,375,0
Tiko District Hospital,Atenolol,2023-06-30,589,748,0
Tiko District Hospital,Atenolol,2023-07-31,657,159,0
Tiko District Hospital,Atenolol,2023-08-31,582,0,1
